,Kingdom,Phylum,Class,Order,Family,Genus,Species
seq11728,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,,,
seq11729,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,,
seq11730,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,
seq11731,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,
seq11732,Bacteria,Margulisbacteria,,,,,
seq11733,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
seq11734,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Rickettsiella,
seq11736,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq11737,Bacteria,Cyanobacteria,Sericytochromatia,,,,
seq11738,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,,
seq11739,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11740,Bacteria,Armatimonadota,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,,
seq11741,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11742,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,,
seq11744,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,,
seq11745,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
seq11746,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Finniella,
seq11747,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,
seq11748,Bacteria,Latescibacterota,,,,,
seq11749,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,
seq11751,Bacteria,Elusimicrobiota,Lineage IIa,,,,
seq11752,Bacteria,SAR324 clade(Marine group B),,,,,
seq11753,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,
seq11754,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
seq11755,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,,,
seq11756,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,Lenti-02,,
seq11757,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11758,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,,,
seq11759,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq11761,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,
seq11762,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,
seq11763,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,
seq11764,Bacteria,Patescibacteria,Microgenomatia,Candidatus Gottesmanbacteria,,,
seq11765,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Caproiciproducens,
seq11766,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
seq11767,Bacteria,Proteobacteria,Gammaproteobacteria,CHAB-XI-27,,,
seq11768,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq11771,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,
seq11774,Bacteria,Planctomycetota,vadinHA49,,,,
seq11775,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Runella,
seq11776,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,
seq11777,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,,,
seq11778,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,
seq11779,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq11780,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Runella,
seq11781,Bacteria,Firmicutes,Bacilli,RsaHf231,,,
seq11782,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,,
seq11783,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,
seq11784,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,,
seq11787,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,
seq11788,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,,,
seq11790,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,,,
seq11791,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,
seq11792,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,
seq11793,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11794,Bacteria,Firmicutes,Clostridia,Oscillospirales,,,
seq11795,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,,
seq11796,Archaea,Altiarchaeota,Altiarchaeia,Altiarchaeales,Altiarchaeaceae,Candidatus Altiarchaeum,
seq11797,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,
seq11798,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalibaculum,
seq11799,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq11800,Bacteria,,,,,,
seq11801,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,
seq11802,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq11803,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
seq11804,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,
seq11805,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq11806,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Cellvibrio,gandavensis
seq11807,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,,
seq11808,Archaea,Iainarchaeota,Iainarchaeia,Iainarchaeales,Candidatus Iainarchaeum,,
seq11809,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,
seq11810,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq11811,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,
seq11812,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,
seq11813,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,,
seq11814,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,
seq11815,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Aureibacter,
seq11816,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq11818,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,
seq11820,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,,,
seq11821,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq11822,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11823,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq11824,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,,
seq11825,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
seq11826,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,,
seq11827,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,PBS-18,,
seq11828,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq11829,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,,
seq11830,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,
seq11831,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,
seq11832,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,
seq11833,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,
seq11834,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,,
seq11835,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,,
seq11837,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,
seq11838,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq11839,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,,,
seq11840,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,,
seq11841,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11842,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,
seq11843,Bacteria,Planctomycetota,vadinHA49,,,,
seq11845,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq11847,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,,
seq11848,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,
seq11850,Bacteria,Cyanobacteria,,,,,
seq11851,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
seq11852,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,SR-FBR-L83,,
seq11853,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq11854,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,,
seq11855,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD1-131,,
seq11856,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,
seq11857,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq11858,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SH3-11,
seq11859,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,RBG-16-58-14,
seq11860,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum,
seq11861,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,,,
seq11862,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,
seq11863,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,,
seq11864,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,
seq11865,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,SB-5,,
seq11866,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,
seq11867,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
seq11868,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,,
seq11869,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
seq11870,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,
seq11872,Bacteria,,,,,,
seq11873,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,
seq11874,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Citreitalea,
seq11875,Bacteria,Myxococcota,Polyangia,Polyangiales,Eel-36e1D6,,
seq11876,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11877,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,
seq11879,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,,
seq11880,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq11881,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
seq11882,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq11883,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq11884,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,,
seq11885,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,
seq11886,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,
seq11887,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,
seq11888,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq11889,Bacteria,Verrucomicrobiota,Lentisphaeria,Oligosphaerales,,,
seq11890,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,BSV13,
seq11891,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,,,
seq11893,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq11894,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
seq11895,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11896,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,
seq11897,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq11898,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Alkanibacter,
seq11900,Bacteria,Latescibacterota,,,,,
seq11901,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,,
seq11902,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,
seq11903,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,,
seq11904,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,Pseudopelobacter,
seq11905,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,
seq11906,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,
seq11907,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq11908,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq11909,Bacteria,Verrucomicrobiota,Verrucomicrobiae,,,,
seq11910,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,
seq11911,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq11912,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,,
seq11913,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,
seq11914,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SH3-11,
seq11915,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Candidatus Methylopumilus,
seq11916,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Pseudarcicella,
seq11917,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
seq11918,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,GW2011_GWC1_47_15,,
seq11919,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,
seq11920,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq11921,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,,
seq11922,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11923,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11924,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,
seq11925,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,,
seq11926,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,
seq11927,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11929,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,
seq11930,Bacteria,Bacteroidota,Kryptonia,Kryptoniales,BSV26,,
seq11932,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq11934,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11935,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,,
seq11936,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,
seq11937,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
seq11940,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,,
seq11941,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Acetobacteroides,
seq11942,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,
seq11943,Bacteria,,,,,,
seq11944,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,
seq11945,Bacteria,Verrucomicrobiota,Verrucomicrobiae,,,,
seq11947,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,,
seq11948,Bacteria,,,,,,
seq11949,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Niveitalea,
seq11950,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11953,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,,
seq11954,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
seq11956,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,
seq11957,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,
seq11958,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,
seq11959,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11960,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquincola,
seq11961,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus Paracaedibacter,
seq11962,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,
seq11963,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,
seq11964,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,,,
seq11965,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,,
seq11967,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11968,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq11969,Bacteria,Verrucomicrobiota,Verrucomicrobiae,,,,
seq11970,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,
seq11971,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis,
seq11972,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,
seq11973,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11974,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11975,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11976,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,,
seq11977,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11978,Bacteria,Bacteroidota,Bacteroidia,,,,
seq11980,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,
seq11981,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,,
seq11982,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,
seq11983,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,,,
seq11985,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11986,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq11987,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,
seq11988,Bacteria,Bdellovibrionota,Oligoflexia,053A03-B-DI-P58,,,
seq11989,Bacteria,Chloroflexi,KD4-96,,,,
seq11990,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,
seq11991,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus Planktophila,
seq11992,Bacteria,Proteobacteria,,,,,
seq11993,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,
seq11995,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq11996,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq11997,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Methyloversatilis,
seq11998,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,,
seq11999,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,Elsteraceae,Lacibacterium,
seq12000,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,,
seq12001,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,,,
seq12002,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,
seq12004,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Marimicrobium,
seq12005,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,,
seq12006,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,
seq12007,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,
seq12008,Bacteria,Proteobacteria,,,,,
seq12009,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,,
seq12010,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,,
seq12012,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,
seq12013,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,,
seq12014,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,
seq12015,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,,,
seq12017,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
seq12018,Bacteria,Acidobacteriota,Subgroup 22,,,,
seq12019,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,
seq12020,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
seq12021,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,,
seq12022,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,
